Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
GMC,Terrain,'SUV - SMALL',1.6,4,A6,D,8.5,6,7.4,38,199
LEXUS,'RC F',SUBCOMPACT,5,8,AS8,Z,14.4,9.6,12.2,23,285
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM7,Z,10,7,8.7,32,203
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8,10,28,234
PORSCHE,'Panamera Turbo',FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,261
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6,47,141
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
GMC,'SIERRA 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,'Suburban FFV','SUV - STANDARD',5.3,8,A6,E,21.2,13.9,17.9,16,298
JEEP,COMPASS,'SUV - SMALL',2,4,M5,X,10.2,7.8,9.2,31,212
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
MAZDA,CX-5,'SUV - SMALL',2.5,4,AS6,X,9.7,7.8,8.8,32,206
CHEVROLET,'EXPRESS 1500 CARGO','VAN - CARGO',5.3,8,A4,E,23.5,17.7,20.9,14,334
FORD,'F-150 (Payload Pkg)','PICKUP TRUCK - STANDARD',2.7,6,AS6,X,13.1,9.8,11.2,25,263
RAM,'ProMaster City','SPECIAL PURPOSE VEHICLE',2.4,4,A9,X,11.2,8.3,9.9,29,232
CHEVROLET,'EXPRESS 2500 PASSENGER FFV','VAN - PASSENGER',6,8,A6,E,30.3,20.5,25.9,11,414
MERCEDES-BENZ,'AMG S 63 4MATIC',FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
FORD,'Edge AWD','SUV - SMALL',2,4,AS8,X,11.4,8.3,10,28,233
TOYOTA,'COROLLA LE ECO (2-mode)',MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,159
'ASTON MARTIN','V8 VANTAGE S',TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
FORD,'FOCUS FFV',COMPACT,2,4,M5,X,9.1,6.6,8,35,184
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',4,6,M6,X,15.3,12.3,14,20,322
BMW,'328i xDRIVE TOURING','STATION WAGON - SMALL',2,4,AS8,Z,10.5,6.9,8.9,32,209
FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.5,9.5,12.8,22,300
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37,179
VOLVO,'S60 AWD',COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232
NISSAN,'370Z ROADSTER',TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
PORSCHE,'911 CARRERA',MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
CHEVROLET,'Colorado 4WD','PICKUP TRUCK - SMALL',3.6,6,A8,X,14,9.9,12.2,23,286
FIAT,'500 HATCHBACK TURBO',MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
KIA,SOUL,'STATION WAGON - SMALL',1.6,4,AS6,X,9.4,7.8,8.7,32,205
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
ACURA,'MDX SH-AWD','SUV - SMALL',3.5,6,AS6,Z,12.7,9.1,11.1,25,255
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,202
'LAND ROVER','RANGE ROVER SPORT V6 3.0 SC','SUV - STANDARD',3,6,AS8,Z,14.2,10.2,12.4,23,285
KIA,Sorento,'SUV - SMALL',2.4,4,AS6,X,10.7,8.2,9.6,29,225
JAGUAR,'XJ R-SPORT AWD',FULL-SIZE,3,6,AS8,Z,14,9,11.8,24,276
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
TOYOTA,C-HR,COMPACT,2,4,AV7,X,8.7,7.5,8.2,34,189
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,7.1,8.4,34,198
DODGE,'CHARGER AWD FFV',FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
AUDI,'A3 TDI (modified)',SUBCOMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,18.8,14,16.6,17,382
MINI,'Cooper Clubman ALL4',MID-SIZE,1.5,3,AS8,Z,9.7,7,8.5,33,197
CADILLAC,SRX,'SUV - STANDARD',3.6,6,AS6,X,14.2,9.8,12.3,23,287
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11,26,261
MERCEDES-BENZ,'C 250 COUPE',SUBCOMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
BMW,'X1 xDRIVE35i','SUV - SMALL',3,6,A6,Z,13.2,8.9,11.3,25,260
MERCEDES-BENZ,'AMG SL 63',TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
FORD,'TRANSIT CONNECT VAN FFV','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,X,11.9,8.6,10.4,27,243
HONDA,'Civic Hatchback',FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
VOLKSWAGEN,'JETTA HYBRID',COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
LEXUS,'RC F',SUBCOMPACT,5,8,AS8,Z,14.4,9.6,12.2,23,285
HYUNDAI,'Veloster Turbo',COMPACT,1.6,4,M6,X,9.4,7,8.3,34,197
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,8,35,187
MINI,'JOHN COOPER WORKS PACEMAN ALL4',COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
CHEVROLET,'SILVERADO eASSIST 4WD','PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.4,11.2,13,22,303
NISSAN,'ALTIMA SR',MID-SIZE,2.5,4,AV7,X,8.9,6.3,7.7,37,181
MINI,'COOPER PACEMAN',COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200
MERCEDES-BENZ,'ML 550 4MATIC','SUV - STANDARD',4.7,8,AS7,Z,16.3,11.8,14.2,20,327
MAZDA,'MAZDA3 4-DOOR (i-ELOOP)',COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
MASERATI,'GHIBLI S',MID-SIZE,3,6,AS8,Z,14.5,10,12.4,23,293
HONDA,HR-V,'SUV - SMALL',1.8,4,AV7,X,8.3,6.7,7.6,37,177
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7,40,163
AUDI,'S5 CABRIOLET',SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,25,262
CHEVROLET,'CRUZE ECO',MID-SIZE,1.4,4,A6,X,9.1,6,7.7,37,177
MERCEDES-BENZ,'AMG SL 63',TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
CHRYSLER,'300 FFV',FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,6.8,8.3,34,191
FORD,'F-150 FFV (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS6,X,16.8,11.8,14.5,19,340
MINI,'COOPER S CLUBMAN',MID-SIZE,2,4,M6,Z,10.8,7.7,9.4,30,220
TOYOTA,'Prius c',COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,8.1,35,188
BUICK,'Regal AWD',MID-SIZE,2,4,AS8,Z,11,8,9.6,29,227
CHEVROLET,Camaro,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,28,235
MINI,'John Cooper Works Convertible',MINICOMPACT,2,4,AS8,Z,9.4,7.1,8.3,34,194
VOLVO,'S60 INSCRIPTION T5 AWD',COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233
KIA,'FORTE KOUP',COMPACT,2,4,M6,X,10,7.4,8.8,32,202
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.1,28,232
MERCEDES-BENZ,'AMG GLE 43 4MATIC','SUV - STANDARD',3,6,A9,Z,13.6,10.1,12,24,281
GENESIS,'G80 AWD',FULL-SIZE,3.8,6,AS8,X,14.3,9.5,12.1,23,286
MINI,'JOHN COOPER WORKS CONVERTIBLE',MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
TOYOTA,'Tundra 4WD','PICKUP TRUCK - STANDARD',4.6,8,AS6,X,16.8,13.1,14.9,19,354
CHEVROLET,'SILVERADO 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,20.5,14.4,17.8,16,295
MASERATI,'QUATTROPORTE GTS',FULL-SIZE,3.8,8,AS8,Z,17.5,10.7,14.5,19,334
BMW,'640i xDRIVE CABRIOLET',SUBCOMPACT,3,6,AS8,Z,12.3,8.4,10.5,27,248
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2,4,AS7,Z,9.2,6.6,8,35,184
CHEVROLET,'Tahoe 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.8,11.1,13.7,21,321
HONDA,HR-V,'SUV - SMALL',1.8,4,AV,X,8.3,6.7,7.6,37,177
'LAND ROVER','RANGE ROVER EVOQUE','SUV - SMALL',2,4,AS9,Z,11.3,7.9,9.7,29,229
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,E,17.9,13,15.7,18,261
LEXUS,'CT 200h',COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
ACURA,'RDX AWD','SUV - SMALL',3.5,6,AS6,Z,12.4,8.7,10.7,26,250
HYUNDAI,'VELOSTER TURBO',COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
PORSCHE,'PANAMERA TURBO',FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300
FORD,'Escape FFV','SUV - SMALL',2.5,4,AS6,E,15,10.8,13.1,22,218
AUDI,A8,MID-SIZE,3,6,AS8,Z,12.6,8,10.5,27,242
BMW,'750i xDRIVE',FULL-SIZE,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
PORSCHE,'911 Targa 4 GTS',MINICOMPACT,3,6,AM7,Z,12.1,9.2,10.8,26,251
VOLVO,'XC60 T5 AWD','SUV - SMALL',2,4,AS8,X,11.3,8.4,10,28,233
HONDA,'Pilot AWD','SUV - SMALL',3.5,6,AS9,X,12.4,9.3,11,26,257
DODGE,'AVENGER FFV',MID-SIZE,3.6,6,A6,E,17,11.2,14.4,20,230
VOLKSWAGEN,'GOLF GTI',COMPACT,2,4,AM6,X,9.6,7.3,8.6,33,200
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,231
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.2,8.5,10,28,230
BMW,'440i COUPE',COMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
PORSCHE,'PANAMERA TURBO',FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
FIAT,'500 HATCHBACK TURBO',MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178
FORD,ESCAPE,'SUV - SMALL',2.5,4,AS6,X,10.9,7.5,9.4,30,216
HONDA,'Civic Type R',FULL-SIZE,2,4,M6,Z,10.5,8.4,9.6,29,223
'ALFA ROMEO','GIULIA QUADRIFOGLIO',MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24,280
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8,35,187
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,10.1,7,8.7,32,204
GMC,Acadia,'SUV - STANDARD',3.6,6,A6,X,13.1,9.4,11.4,25,268
CHEVROLET,'CAMARO SS',COMPACT,6.2,8,M6,Z,15,9.9,12.7,22,292
AUDI,'A5 Cabriolet quattro',SUBCOMPACT,2,4,AM7,Z,10,7.4,8.8,32,206
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25,255
JEEP,'GRAND CHEROKEE 4X4 SRT','SUV - STANDARD',6.4,8,A8,Z,18.3,12.6,15.7,18,368
AUDI,S4,COMPACT,3,6,AS8,Z,11.3,8,9.8,29,230
MINI,'JOHN COOPER WORKS CONVERTIBLE',MINICOMPACT,2,4,M6,Z,10.8,7.7,9.4,30,220
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,312
DODGE,'CHALLENGER (MDS)',MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
MERCEDES-BENZ,'ML 350 BLUETEC 4MATIC','SUV - STANDARD',3,6,AS7,D,11.8,8.5,10.3,27,278
HONDA,'Civic Sedan Si',MID-SIZE,1.5,4,M6,Z,8.9,6.4,7.8,36,183
MERCEDES-BENZ,'E 400 4MATIC',MID-SIZE,3,6,A9,Z,11.8,8.7,10.4,27,246
JAGUAR,'XJL 3.0 AWD PORTFOLIO',FULL-SIZE,3,6,AS8,Z,14.1,9.3,11.9,24,279
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,17,382
MASERATI,'Ghibli S',MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295
MINI,'COOPER 3 DOOR',SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
CHEVROLET,COLORADO,'PICKUP TRUCK - SMALL',2.5,4,A6,X,12,9.2,10.7,26,252
TOYOTA,'Prius c',COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
JEEP,'CHEROKEE TRAILHAWK 4X4','SUV - SMALL',2.4,4,A9,X,12.1,9.4,10.9,26,255
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,37,177
AUDI,S5,SUBCOMPACT,3,6,AS8,Z,11.8,8.9,10.5,27,245
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4,AS6,X,12.1,10.1,11.2,25,263
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2,4,AS7,Z,10.1,7.8,9,31,212
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.2,10.2,12.4,23,289
LEXUS,'NX 300h AWD','SUV - SMALL',2.5,4,AV6,X,7.1,7.7,7.4,38,172
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,27,246
AUDI,A8L,FULL-SIZE,3,6,AS8,Z,13.1,8.8,11.2,25,258
KIA,'FORTE 5',FULL-SIZE,2,4,M6,X,9.8,7.3,8.7,32,204
INFINITI,'Q50 AWD',MID-SIZE,2,4,AS7,Z,10.7,8.4,9.6,29,226
VOLVO,'S60 T5 AWD',COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
PORSCHE,CAYMAN,TWO-SEATER,2,4,M6,Z,11,8.3,9.8,29,229
BUICK,Regal,MID-SIZE,2,4,AS9,Z,10.3,7.4,9,31,211
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.3,10.9,13.3,21,312
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS6,E,22.4,16.9,19.9,14,318
JEEP,'COMPASS 4X4','SUV - SMALL',2.4,4,A9,X,10.8,7.8,9.5,30,222
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
VOLVO,'V60 T5 AWD','STATION WAGON - SMALL',2.5,5,AS6,X,11.6,8.2,10.1,28,232
LEXUS,'GS 200t',MID-SIZE,2,4,AS8,Z,10.6,7.2,9,31,212
ACURA,'ILX HYBRID',COMPACT,1.5,4,AV7,Z,6,6.1,6.1,46,140
CADILLAC,'CTS COUPE',MID-SIZE,3.6,6,AS6,X,13.2,8.7,11.2,25,258
MAZDA,'MAZDA3 4-DOOR',COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,159
GMC,'YUKON XL FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
'ASTON MARTIN','V8 VANTAGE S',TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,36,186
LAMBORGHINI,'Huracan Performante Spyder',TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
BMW,'X4 xDRIVE28i','SUV - SMALL',2,4,AS8,Z,11.8,8.6,10.3,27,240
CHEVROLET,'CRUZE LIMITED',MID-SIZE,1.4,4,M6,X,9,6.2,7.8,36,182
MASERATI,'QUATTROPORTE SQ4',FULL-SIZE,3,6,AS8,Z,15,10.3,12.8,22,301
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.4,7.6,37,177
LEXUS,'RC F',SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,290
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
GMC,'Acadia AWD','SUV - STANDARD',2,4,A9,X,11.3,8.7,10.1,28,232
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.2,4.2,4.2,67,99
CHEVROLET,'Silverado WT 4WD','PICKUP TRUCK - STANDARD',2.7,4,A8,X,12.7,11,12,24,280
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.4,8.4,10.1,28,232
NISSAN,TITAN,'PICKUP TRUCK - STANDARD',5.6,8,A5,X,17.9,12.8,15.6,18,359
PORSCHE,'911 CARRERA 4S CABRIOLET',MINICOMPACT,3.8,6,AM7,Z,12.5,9,11,26,253
MERCEDES-BENZ,'G 63 AMG','SUV - STANDARD',5.5,8,AS7,Z,20,16.6,18.5,15,426
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,X,13.7,8.7,11.5,25,264
RAM,'1500 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,13.9,9.6,11.9,24,280
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
VOLKSWAGEN,TOUAREG,'SUV - STANDARD',3.6,6,AS8,Z,14.1,10.4,12.4,23,292
PORSCHE,'911 CARRERA 4 GTS',MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
'ALFA ROMEO','4C Coupe',TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
JEEP,'WRANGLER UNLIMITED 4X4','SUV - SMALL',3.6,6,M6,X,15,11.4,13.4,21,312
HONDA,'ACCORD SEDAN',MID-SIZE,3.5,6,A6,X,11.4,7.2,9.5,30,223
'LAND ROVER','Range Rover Velar P340','SUV - SMALL',3,6,AS8,Z,13,10,11.6,24,273
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
HONDA,Odyssey,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,248
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6,AS8,X,12.8,9.3,11.2,25,263
TOYOTA,'RAV4 AWD','SUV - SMALL',2.5,4,AS6,X,10.4,8.1,9.4,30,216
HYUNDAI,'SANTA FE SPORT 4WD','SUV - SMALL',2.4,4,A6,X,12.5,9.4,11.1,25,255
HONDA,'Civic Coupe',COMPACT,2,4,AV,X,7.8,6.1,7.1,40,164
LEXUS,'IS 350 AWD',COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
CADILLAC,'ESCALADE 4WD','SUV - STANDARD',6.2,8,A6,Z,16.2,11.4,14,20,322
PORSCHE,'911 GT3 Touring',TWO-SEATER,4,6,M6,Z,16.4,11.2,14.1,20,334
MINI,'JOHN COOPER WORKS COUPE',TWO-SEATER,1.6,4,M6,Z,9.1,6.8,8.1,35,186
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184
MERCEDES-BENZ,'E 400 4MATIC WAGON','STATION WAGON - MID-SIZE',3.5,6,AS7,Z,12.4,8.8,10.8,26,248
MERCEDES-BENZ,'E 400 4MATIC CABRIOLET',SUBCOMPACT,3,6,A9,Z,12,9.2,10.8,26,251
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',3.2,6,A9,X,11.6,8.6,10.3,27,241
MASERATI,Ghibli,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
MITSUBISHI,RVR,'SUV - SMALL',2,4,AV6,X,9.7,7.8,8.8,32,204
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,39,168
MERCEDES-BENZ,'S 550 4MATIC LWB',FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278
'ALFA ROMEO',GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,8.7,32,205
SUBARU,'LEGACY AWD',MID-SIZE,2.5,4,M6,X,10.7,7.9,9.5,30,222
CHEVROLET,'Silverado 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,16.6,13,15,19,350
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
MINI,'Cooper S Clubman ALL4',MID-SIZE,2,4,AS8,Z,10.4,7.6,9.2,31,214
'LAND ROVER','RANGE ROVER LWB V8 5.0 SC','SUV - STANDARD',5,8,AS8,Z,18,12.2,15.4,18,354
TOYOTA,'RAV4 Hybrid AWD','SUV - SMALL',2.5,4,AV6,X,5.8,6.3,6,47,140
VOLVO,'S60 POLESTAR',COMPACT,2,4,AS8,Z,11.8,8.5,10.3,27,241
HYUNDAI,'SANTA FE SPORT AWD','SUV - SMALL',2,4,AS6,X,12.9,9.7,11.5,25,266
NISSAN,'PATHFINDER HYBRID 4WD','SUV - STANDARD',2.5,4,AV,X,9.1,8.5,8.8,32,202
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.3,6,AS6,X,12.8,10.2,11.6,24,273
LEXUS,'GS 450h',MID-SIZE,3.5,6,AV8,Z,8,6.9,7.5,38,176
MAZDA,'CX-5 Turbo 4WD','SUV - SMALL',2.5,4,AS6,X,10.8,8.7,9.8,29,230
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,17,11.5,14.5,19,232
PORSCHE,'Macan S','SUV - SMALL',3,6,AM7,Z,12.9,10.2,11.7,24,272
HONDA,'Pilot AWD','SUV - SMALL',3.5,6,AS9,X,12.4,9.3,11,26,257
BMW,'M4 Coupe Competition',COMPACT,3,6,AM7,Z,14.3,10.4,12.6,22,294
JEEP,'Renegade 4X4 Trailhawk','SUV - SMALL',1.3,4,A9,X,10.8,8.7,9.9,29,230
HONDA,HR-V,'SUV - SMALL',1.8,4,AV7,X,8.3,6.7,7.6,37,177
FORD,'TAURUS FFV AWD',FULL-SIZE,3.5,6,AS6,X,13,9.1,11.3,25,260
GMC,Sierra,'PICKUP TRUCK - STANDARD',4.3,6,A6,X,15.1,11.5,13.5,21,317
HONDA,'Civic Sedan',MID-SIZE,2,4,AV7,X,8.2,6.5,7.4,38,172
BMW,'650i xDRIVE CABRIOLET',SUBCOMPACT,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247
SUBARU,'FORESTER AWD','SUV - SMALL',2.5,4,M6,X,10.9,8.3,9.7,29,228
'ALFA ROMEO',4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,193
CHEVROLET,Traverse,'SUV - STANDARD',3.6,6,A9,X,13,8.8,11.1,25,261
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2,4,M6,D,7.6,5.5,6.7,42,179
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7.1,8.5,33,196
FORD,'FUSION HYBRID',MID-SIZE,2,4,AV,X,5.5,5.7,5.6,50,131
RAM,'1500 HFE','PICKUP TRUCK - STANDARD',3.6,6,A8,X,12.9,9.3,11.3,25,260
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,31,210
MITSUBISHI,'LANCER EVOLUTION',COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
AUDI,Q3,COMPACT,2,4,AS6,Z,11.6,8.3,10.1,28,236
MAZDA,'CX-3 4WD',COMPACT,2,4,AS6,X,8.6,7.4,8.1,35,189
MINI,'COOPER CONVERTIBLE',MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.4,38,174
GMC,Acadia,'SUV - STANDARD',2.5,4,A6,X,11.1,9.2,10.2,28,237
CHRYSLER,'TOWN & COUNTRY FFV',MINIVAN,3.6,6,A6,X,14.1,9.5,12,24,276
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4,A9,X,11.2,8.2,9.8,29,230
DODGE,'Challenger Widebody (MDS)',MID-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,305
MINI,'Cooper S Countryman ALL4',MID-SIZE,2,4,AS8,Z,10.5,7.6,9.2,31,215
LEXUS,'IS 350 AWD',COMPACT,3.5,6,AS6,Z,12.6,9.1,11,26,253
LEXUS,'RX 450h AWD','SUV - STANDARD',3.5,6,AV6,Z,7.5,8.4,7.9,36,185
TOYOTA,TUNDRA,'PICKUP TRUCK - STANDARD',5.7,8,AS6,X,17.2,12.9,15.3,18,358
BUICK,Encore,'SUV - SMALL',1.4,4,AS6,X,9.4,7.8,8.7,32,204
FORD,FOCUS,COMPACT,2,4,M6,X,10.2,7.4,8.9,32,205
GMC,'YUKON XL','SUV - STANDARD',5.3,8,A6,E,20.2,13.6,17.2,16,275
PORSCHE,'911 Turbo',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
FIAT,'124 Spider',TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36,185
BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,29,226
PORSCHE,'911 Turbo Cabriolet',MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
'ASTON MARTIN',VANQUISH,MINICOMPACT,6,12,A8,Z,17.6,11.4,14.8,19,340
